,sample_id,farm,visit_number,date_collected,ctx_m,animals_sampled,weaned_heifer,adult,dry,footpath,amp_c,ct_pos,cipR,tetR,cephR,strepR,amoxR,plain_undiluted,anything_waste,heifers_waste,whichclinresp,firstmastitis,poultry,equine,total_cattle,yield,herd_size,bought_pre,scc,pneum_vacc,diarrvacc,anticocc,halocur,nsaiddiarr,trough_clean,time_dam,um_spray,give_col,wean,pattern,percentdryoff,calving_group,calhousing_type,calhousing_older,hectares,othergraze,bvdvacc,ibrvacc,leptovacc,salmvacc,lungvacc,clostvacc,organic,daystreatmast,timesfirstmast,injectmast,nsaidmast,treatfoot,abcalve,nsaidcalve,calveclean,milkgraze,lime,predip,acf,cleancluster,drytrough,premises,shows,market,hostfarmwalk,starling,deer,badger,rook,pigeon,fox,pheasant,rat,shoot,hunt,outsource,feedlorry,muckspreader,aiexternal,machinery,bedmilk_1,bedmilk_2,bedmilk_3,bedmilk_4,bedmilk_6,bedmilk_8,foragetype_1,foragetype_2,foragetype_3,foragetype_4,foragetype_5,foragetype_6,foragetype_7,foragetype_8,foragebought,manure_1,manure_2,manure_3,manure_4,manure_5,manure_6,manure_7,manure_8,manure_9,s_housed_outdoor,cefq_dct,ceph_dct,fram_dct,clox_dct,s_calving_now,water,total_mg_pcu,ceph_3_4,ceph_1,co_amox,tet,amox,fq,novobiocin,pen,cefalexin,strep,preweaned_heifer
532,CDG24,CDG,4,28/04/2017,0,pw,0,0,0,0,0,0,0,1,0,0,1,4090,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,1
533,CDG25,CDG,4,28/04/2017,0,h,1,0,0,0,0,0,0,1,0,0,1,130,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
534,CDG26,CDG,4,28/04/2017,0,h,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,outdoor,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
535,CDG27,CDG,5,30/05/2017,0,h,1,0,0,0,0,0,0,1,0,0,1,240,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
536,CDG28,CDG,5,30/05/2017,0,h,1,0,0,0,0,0,0,1,0,0,1,1460,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
537,CDG29,CDG,5,30/05/2017,0,a,0,1,0,0,0,0,0,1,0,0,1,530,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
538,CDG30,CDG,5,30/05/2017,0,h,0,0,0,1,0,0,0,1,0,0,1,430,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,outdoor,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
539,CDG31,CDG,6,27/06/2017,0,a,0,1,0,0,0,0,0,1,0,0,1,460,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
540,CDG32,CDG,6,27/06/2017,0,h,1,0,0,0,0,0,0,1,1,0,1,4110,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
541,CDG33,CDG,6,27/06/2017,0,h,1,0,0,0,0,0,0,1,0,1,1,1290,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
542,CDG34,CDG,6,27/06/2017,0,h,0,0,0,1,0,0,0,1,0,0,0,40,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,outdoor,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
543,CDG35,CDG,6,27/06/2017,0,h,0,0,0,1,0,0,0,0,0,0,0,50,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,outdoor,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
544,CDG36,CDG,7,24/07/2017,0,h,1,0,0,0,0,0,0,1,0,0,1,1110,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
545,CDG37,CDG,7,24/07/2017,0,h,1,0,0,0,0,0,0,1,0,0,1,100,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
546,CDG38,CDG,7,24/07/2017,1,h,0,0,0,1,0,1,0,1,1,0,1,180,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,outdoor,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
547,CDG39,CDG,7,24/07/2017,0,a,0,1,0,0,0,0,0,1,0,0,1,1430,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
548,CDG40,CDG,7,24/07/2017,0,h,0,0,0,1,0,0,0,0,0,0,0,440,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,outdoor,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
549,CDG41,CDG,8,05/09/2017,0,a,0,1,0,0,0,0,0,1,0,1,0,470,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
550,CDG42,CDG,8,05/09/2017,0,h,1,0,0,0,0,0,0,1,0,0,0,640,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
551,CDG43,CDG,8,05/09/2017,0,h,1,0,0,0,0,0,0,0,0,0,0,10,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
552,CDG44,CDG,8,05/09/2017,0,h,0,0,0,1,0,0,0,1,0,0,0,320,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,outdoor,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
553,CDG45,CDG,8,05/09/2017,0,h,0,0,0,1,0,0,0,0,0,0,0,340,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,outdoor,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
554,CDG46,CDG,9,04/10/2017,0,h,1,0,0,0,0,0,0,1,0,0,1,580,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
555,CDG47,CDG,9,04/10/2017,0,h,1,0,0,0,0,0,0,1,1,0,1,260,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
556,CDG48,CDG,9,04/10/2017,0,h,0,0,0,1,0,0,0,0,0,0,1,40,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,outdoor,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
557,CDG49,CDG,9,04/10/2017,0,h,1,0,0,0,0,0,0,0,0,0,1,200,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
558,CDG50,CDG,9,04/10/2017,0,a,0,1,0,0,0,0,0,0,0,0,1,10,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
559,CDG51,CDG,10,01/11/2017,0,h,1,0,0,0,0,0,0,1,0,0,1,330,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
560,CDG52,CDG,10,01/11/2017,0,h,1,0,0,0,0,0,1,1,0,0,1,220,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
561,CDG53,CDG,10,01/11/2017,0,a,0,1,0,0,0,0,0,1,0,1,0,220,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
562,CDG54,CDG,10,01/11/2017,0,h,0,0,0,1,0,0,0,0,0,0,0,160,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,outdoor,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
563,CDG55,CDG,11,05/12/2017,0,h,1,0,0,0,0,0,0,0,0,0,0,370,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
564,CDG56,CDG,11,05/12/2017,0,h,1,0,0,0,0,0,0,0,0,0,0,210,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
565,CDG57,CDG,11,05/12/2017,0,a,0,1,0,0,0,0,0,1,1,1,1,50,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
566,CDG60,CDG,12,08/01/2018,0,h,1,0,0,0,0,0,0,1,0,0,1,700,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
567,CDG61,CDG,12,08/01/2018,0,h,1,0,0,0,0,0,0,0,0,0,0,150,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
568,CDG62,CDG,12,08/01/2018,0,a,0,1,0,0,0,0,0,0,0,0,1,220,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
569,CDG64,CDG,13,07/02/2018,0,h,1,0,0,0,0,0,0,0,0,0,0,50,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
570,CDG65,CDG,13,07/02/2018,0,h,1,0,0,0,0,0,0,1,0,1,0,10,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
571,CDG66,CDG,13,07/02/2018,0,d,0,0,1,0,0,0,0,0,0,0,0,180,0,0,Amphenicol,Ubro Yellow,0,0,2,3,1,22,133.5,0,N,0,0,0,2,2,0,0,1,2,20,1,2,0,140,Y,Y,N,Y,N,N,N,0,3,1,40,40,0,0,1,1,0,1,0,1,2,2,2,0,1,0,1,2,2,1,2,1,2,1,1,1,0,0,0,1,0,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,1,yes,no,no,yes,yes,yes,no,no,no,housed,0,0,0,1,1,0,32.04477124,0.024509804,0.359477124,5.593137255,3.343137255,3.519607843,0,0,14.24248366,0.294117647,0,0
